Ad?,Company Name,Stars,Phone Number,Yelp URL,Email,Street Address,City,State,ZIP,Exception,Company URL,Submission,Email Address
Natural,"Hamilton, Douglas MD",3.5,(818) 884-7150,http://yelp.com/biz/hamilton-douglas-md-woodland-hills,,6325 Topanga Canyon Blvd,Woodland Hills,CA,91367,,http://www.drhamilton.com,,
Natural,"Edwin P Rembitsky, MD FACS",N/A,(800) 438-8446,http://yelp.com/biz/edwin-p-rembitsky-md-facs-los-angeles,,9201 W Sunset BlvdSte 202,Los Angeles,CA,90069,,http://lacosmeticsurgeon.webng.com,,
Natural,East Valley Eye Center,3.5,(818) 846-9999,http://yelp.com/biz/east-valley-eye-center-burbank,,2601 W Alameda AveSte 204,Burbank,CA,91505,,http://www.eastvalleyeyecenter.com,,
Natural,"Heather L Butler, MD",3.5,(626) 793-7790,http://yelp.com/biz/heather-l-butler-md-pasadena,,625 S Fair OaksSte 200,Pasadena,CA,91105,,http://compdermcenter.com/about/dr-heather-butler/,,
Natural,Anjali MD Dermatology,4,(714) 646-6444,http://yelp.com/biz/anjali-md-dermatology-orange-2,,170 S Main St,Orange,CA,92868,,http://anjalimddermatology.com,,
Natural,Clavin Center,4.5,(310) 829-5977,http://yelp.com/biz/clavin-center-santa-monica,,1247 7th StSte 301,Santa Monica,CA,90401,,http://www.clavin.com,,
Natural,Parkside Surgery Institute,3.5,(310) 582-9191,http://yelp.com/biz/parkside-surgery-institute-santa-monica-2,,2336 Santa Monica BlvdSte 304,Santa Monica,CA,90404,,http://www.parksideplasticsurgery.com/,,
Natural,"Paul McAndrews, M.D.",4,(877) 424-7362,http://yelp.com/biz/paul-mcandrews-m-d-pasadena,,50 Alessandro PlSte 115,Pasadena,CA,91105,,http://www.hairgrowthdoctor.com,,
Natural,"Cosmetic Plastic Surgery, Laser & Skincare Center",N/A,(562) 606-0356,http://yelp.com/biz/cosmetic-plastic-surgery-laser-and-skincare-center-cerritos,,17785 Ctr Court Dr NSte 130,Cerritos,CA,90703,,http://CerritosCosmetic.com/,,
Natural,"Matthew Malamet M.D., F.A.C.S. - Board Certified Plastic Surgeon",5,(818) 380-3130,http://yelp.com/biz/matthew-malamet-md-facs-encino-2,,"16311 Ventura Blvd., Suite 835",Encino,CA,91436,,http://www.matthewmalametmd.com,,
Natural,Vein Disorders Center,5,(818) 905-5502,http://yelp.com/biz/vein-disorders-center-encino-2,,16311 Ventura BlvdSte 1255,Encino,CA,91436,,http://www.gorenveincenter.com,,
Natural,Tabitha Carnevale,5,(818) 900-2700,http://yelp.com/biz/tabitha-carnevale-los-angeles,,16030 Ventura BlvdSuite 605,Los Angeles,CA,91436,,http://incredibleveins.com,,
Natural,"Marc Cohen, MD",4.5,(818) 609-0600,http://yelp.com/biz/marc-cohen-md-tarzana,,5525 Etiwanda AveSte 312,Tarzana,CA,91356,,http://www.marccohenmd.com,,
Natural,Performance Vein Institute of Los Alamitos,5,(562) 493-8346,http://yelp.com/biz/performance-vein-institute-of-los-alamitos-los-alamitos,,3771 Katella AveSte 300,Los Alamitos,CA,90720,,http://www.performancevein.com/,,
Natural,"Farbod Esmailian, MD FACS",5,(562) 430-7373,http://yelp.com/biz/farbod-esmailian-md-los-alamitos,,10861 Cherry St #108,Los Alamitos,CA,90720,,http://www.fecosmeticsurgery.com,,
Natural,Oceanview Medical and Surgical Group,4,(310) 391-7143,http://yelp.com/biz/oceanview-medical-and-surgical-group-los-angeles,,11961 Venice Blvd,Los Angeles,CA,90066,,http://www.arojasmd.com,,
Natural,JAG Laser Hair Solutions,5,(855) 424-7524,http://yelp.com/biz/jag-laser-hair-solutions-tustin,,17332 Irvine BlvdSte 270,Tustin,CA,92780,,http://www.jaglaserhairsolutions.com/,,
Natural,Remake Medical Center,4,(626) 839-1818,http://yelp.com/biz/remake-medical-center-rowland-heights-2,,1661 Hanover RdSte 217,Rowland Heights,CA,91748,,http://www.remakemedical.com,,
Natural,"Richard L Jacobson, DMD, MS",3.5,(310) 454-0317,http://yelp.com/biz/richard-l-jacobson-dmd-ms-pacific-palisades-2,,881 Alma Real DrSte 200,Pacific Palisades,CA,90272,,http://www.facecenterla.com,,
Natural,"Tien Q Nguyen, MD, FAAD",2.5,(714) 531-2966,http://yelp.com/biz/tien-q-nguyen-md-faad-fountain-valley-2,,17271 Brookhurst StSte A,Fountain Valley,CA,92708,,http://www.belleaimee.com,,
Natural,Contour Dermatology & Cosmetic Surgery Center,N/A,(310) 817-2662,http://yelp.com/biz/contour-dermatology-and-cosmetic-surgery-center-santa-monica,,"2500 BroadwayBldg F, Ste F-125",Santa Monica,CA,90404,,http://hairtransplantphysician.com,,
Natural,LA Breast Lift,N/A,(323) 457-4011,http://yelp.com/biz/la-breast-lift-los-angeles,,601 S Figueroa StSte 4050,Los Angeles,CA,90017,,http://www.breastlift.com,,
Natural,"Ruben Abrams, MD",3.5,(310) 276-7777,http://yelp.com/biz/ruben-abrams-md-beverly-hills,,436 N Bedford Dr206,Beverly Hills,CA,90210,,http://www.rubenabrams.com,,
Natural,"Stanley Frileck, MD",4.5,(310) 820-1491,http://yelp.com/biz/stanley-frileck-md-beverly-hills,,9033 Wilshire BlvdSte 408,Beverly Hills,CA,90211,,http://www.drfrileck.com/,,
Natural,Clinica De Los Angeles,1,(323) 231-7700,http://yelp.com/biz/clinica-de-los-angeles-los-angeles,,4301 S Figueroa St,Los Angeles,CA,90037,,http://www.clinicadelosangelesmg.com,,
Natural,"David D Hopp, MD",1.5,(310) 275-4446,http://yelp.com/biz/david-d-hopp-md-beverly-hills,,120 S Spalding Dr,Beverly Hills,CA,90212,,http://www.drdavidhopp.com,,
Natural,Tri Health Med Spa,5,(818) 401-8901,http://yelp.com/biz/tri-health-med-spa-encino,,17777 Ventura BlvdSte 120,Encino,CA,91316,,http://www.anewyouencino.com/,,
Natural,"Jeffrey Rosenberg, MD, FACS",5,(213) 977-0257,http://yelp.com/biz/jeffrey-rosenberg-md-facs-los-angeles,,1245 Wilshire Blvd,Los Angeles,CA,90017,,http://jrosenbergmd.com,,
Natural,"Thanh Ngoc Nguyen, M.D., F.A.C.S.",N/A,(714) 890-4000,http://yelp.com/biz/thanh-ngoc-nguyen-m-d-f-a-c-s-westminster,,210 Hospital CirSte C,Westminster,CA,92683,,http://www.ilookgood.net,,
Natural,"Tabor George S, MD",3,(818) 845-8558,http://yelp.com/biz/tabor-george-s-md-burbank,,3808 W Riverside DrSte 404,Burbank,CA,91505,,http://dermatologysanfernandovalley.com,,
Natural,"Kent Brian D, MD",5,(714) 744-9792,http://yelp.com/biz/kent-brian-d-md-orange-2,,368 S Glassell St,Orange,CA,92866,,http://www.briankentmd.com/,,
Natural,"Hajarian C Hamid, MD DDS",4,(714) 540-1191,http://yelp.com/biz/hajarian-c-hamid-md-dds-fountain-valley,,11100 Warner AveSte 370,Fountain Valley,CA,92708,,http://davincisurgical.com/,,
Natural,OC Bioflex Laser Therapy Center,5,(714) 540-6792,http://yelp.com/biz/oc-bioflex-laser-therapy-center-costa-mesa,,"Atlas Wellness Center2900 Bristol St, Ste A-201",Costa Mesa,CA,92626,,http://www.ocbioflexlaser.com,,
Natural,Lift MD Aesthetics,4.5,(310) 285-0400,http://yelp.com/biz/lift-md-aesthetics-beverly-hills,,436 N Bedford DrSte 301,Beverly Hills,CA,90210,,http://www.liftmd.com,,
Natural,"Gloria De Olarte, MD",4.5,(626) 577-7965,http://yelp.com/biz/gloria-de-olarte-md-pasadena,,65 N Madison AveSte 406,Pasadena,CA,91101,,http://www.la-femaleplasticsurgeon.com/,,
Natural,Dr. New Me,2,(310) 271-3000,http://yelp.com/biz/dr-new-me-beverly-hills,,465 N Roxbury DrSte 1020,Beverly Hills,CA,90210,,http://www.drnewme.com,,
Natural,Norwalk CA Surgery Clinic,N/A,(562) 409-5036,http://yelp.com/biz/norwalk-ca-surgery-clinic-norwalk,,Paddison Square12051 Imperial Hwy,Norwalk,CA,90650,,http://theplasticsurgeonguide.com/norwalk-breast-augmentation/,,
Natural,"Donn Hickman, MD",N/A,(562) 988-0365,http://yelp.com/biz/donn-hickman-md-long-beach,,920 E Wardlow Rd,Long Beach,CA,90807,,http://www.cosmetic-center.com,,
Natural,"Brian Evans, MD",1.5,(877) 342-2726,http://yelp.com/biz/brian-evans-md-beverly-hills,,436 N Bedford DrSte 300,Beverly Hills,CA,90210,,http://www.drbrianevansplasticsurgery.com,,
Natural,New Body Cosmetic Surgery,N/A,(800) 804-5476,http://yelp.com/biz/new-body-cosmetic-surgery-los-angeles,,Beverly Hills,Los Angeles,CA,90045,,http://www.cosmetic-surgery-losangeles.com,,
Natural,"Jaime S Schwartz, MD",N/A,(424) 284-9730,http://yelp.com/biz/jaime-s-schwartz-md-whittier,,13117 Philadelphia St,Whittier,CA,90601,,http://beverlyhillsbreastinstitute.com,,
Natural,West Coast Hair Restoration,N/A,(562) 907-7979,http://yelp.com/biz/west-coast-hair-restoration-whittier,,12482 Washington Blvd,Whittier,CA,90602,,http://WestCoastHairRestoration.com,,
Natural,"David J Lourie, MD",5,(626) 793-7955,http://yelp.com/biz/david-j-lourie-md-pasadena-2,,50 Bellefontaine StSte 302,Pasadena,CA,91105,,http://louriemd.com,,
Natural,Vein Clinic of Southern California,N/A,(562) 925-8400,http://yelp.com/biz/vein-clinic-of-southern-california-bellflower,,10230 Artesia BlvdSte 309,Bellflower,CA,90706,,http://bellflowersclerotherapy.com,,
Natural,JuvaCell Skin Rejuvenation,1,(818) 350-2686,http://yelp.com/biz/juvacell-skin-rejuvenation-burbank,,2601 W Alameda Ave,Burbank,CA,91505,,http://www.juvacell.com,,
Natural,Trinity Aftercare,N/A,(626) 585-6471,http://yelp.com/biz/trinity-aftercare-pasadena,,,Pasadena,CA,91106,,http://trinityaftercare.com/,,
Natural,Kohli Plastic Surgery,5,(949) 954-8382,http://yelp.com/biz/kohli-plastic-surgery-huntington-beach,,The Image Center7801 Center Ave,Huntington Beach,CA,92647,,http://www.kohlisurgerycenter.com,,
Natural,"Kim Bill, MD",N/A,(323) 525-1733,http://yelp.com/biz/kim-bill-md-los-angeles-2,,"Essence Plastic &amp; Reconstructive Surgery5757 Wilshire Blvd, Ste 374",Los Angeles,CA,90036,,http://www.essencesurgery.com,,
Natural,Daniel J. Casper M.D. F.A.C.S.,N/A,(626) 376-9987,http://yelp.com/biz/daniel-j-casper-m-d-f-a-c-s-pasadena,,10 Congress StSte 407,Pasadena,CA,91105,,http://www.drdanielcasper.com,,
Natural,Town Cosmetic Surgery Center,N/A,(213) 487-6000,http://yelp.com/biz/town-cosmetic-surgery-center-los-angeles,,3946 Wilshire Blvd,Los Angeles,CA,90010,,http://www.towncosmeticsurgery.com,,
Natural,"Leif Rogers, MD",N/A,(626) 537-3737,http://yelp.com/biz/leif-rogers-md-pasadena,,625 S Fair Oaks AveSte 270,Pasadena,CA,91105,,http://www.leifrogersmd.com/,,
Natural,"Robert E Feinfield, MD",3.5,(818) 501-3937,http://yelp.com/biz/robert-e-feinfield-md-sherman-oaks,,13320 Riverside DrSte 114,Sherman Oaks,CA,91423,,http://www.bergfeinfield.com,,
Natural,Dr. Panossian Pediatric Cosmetic Surgery,5,(310) 275-5086,http://yelp.com/biz/andre-panossian-md-beverly-hills,,"9033 Wilshire Blvd., Suite 200",Beverly Hills,CA,90211,,http://drpanossian.com/,,
Natural,Miracle Mile Medical Center for Dermatology & Cosmetic Surgery,N/A,(323) 938-2626,http://yelp.com/biz/miracle-mile-medical-center-for-dermatology-and-cosmetic-surgery-los-angeles,,1100 S La Cienega Blvd,Los Angeles,CA,90035,,http://www.miraclemilederm.com/,,
Natural,Rome Center For Plastic Surgery,N/A,(310) 975-7091,http://yelp.com/biz/rome-center-for-plastic-surgery-beverly-hills,,256 S La Cienega Blvd,Beverly Hills,CA,90211,,http://www.romeplastic.com/,,
Natural,OC Skin Institute,3.5,(714) 547-6111,http://yelp.com/biz/oc-skin-institute-santa-ana-2,,800 N Tustin AveSte G,Santa Ana,CA,92705,,http://ocskininstitute.com,,
Natural,Northridge Dermatology Associates-SBC,3.5,(818) 886-3884,http://yelp.com/biz/northridge-dermatology-associates-sbc-northridge-2,,9535 Reseda BlvdSte 304,Northridge,CA,91324,,http://www.dermla.com,,
Natural,Reverse Aging Centre,5,(310) 273-1166,http://yelp.com/biz/reverse-aging-centre-beverly-hills,,455 N Roxbury Dr,Beverly Hills,CA,90210,,http://www.reverseagingcentre.com,,
Natural,AdvanceLipo,1,(866) 583-5476,http://yelp.com/biz/advancelipo-beverly-hills-2,,9735 Wilshire BlvdSte 421,Beverly Hills,CA,90212,,http://www.finishbody.com,,
Natural,"Michael Sabat, DO, MS",N/A,(323) 301-3376,http://yelp.com/biz/michael-sabat-do-ms-beverly-hills,,,Beverly Hills,CA,90211,,http://www.drmichaelsabat.com,,
Natural,"Claude-Jean Langevin, MD, DMD",N/A,(310) 967-4317,http://yelp.com/biz/claude-jean-langevin-md-dmd-los-angeles-2,,8635 W 3rd StSte 770W,Los Angeles,CA,90048,,http://www.cedars-sinai.edu/Bios---Physician/H-O/Claude-Jean-Langevin-MD-DMD.aspx,,
Natural,Bellavita Center for Plastic and Reconstructive Surgery,5,(310) 275-1114,http://yelp.com/biz/bellavita-center-for-plastic-and-reconstructive-surgery-beverly-hills,,416 N Bedford DrSte 100,Beverly Hills,CA,90210,,http://www.drjohnhsu.com/,,
Natural,"Kevin Brenner, MD",5,(310) 777-5400,http://yelp.com/biz/kevin-brenner-md-beverly-hills,,465 N Roxbury DrSte 800,Beverly Hills,CA,90210,,http://www.kevinbrennermd.com,,
Natural,"Joseph B Eby, MD, FACS",5,(310) 730-5730,http://yelp.com/biz/joseph-b-eby-md-facs-beverly-hills,,465 N Roxbury DrSte 1001,Beverly Hills,CA,90210,,http://www.drjosepheby.com/,,
Natural,"Brian M Kinney, MD FACS",N/A,(310) 277-5112,http://yelp.com/biz/brian-m-kinney-md-facs-beverly-hills,,120 S Spalding DrSte 330,Beverly Hills,CA,90212,,http://www.drkinney.com,,
Natural,"Kimberly J Lee, MD",3,(310) 882-5656,http://yelp.com/biz/kimberly-j-lee-md-beverly-hills,,"Beverly Hills Facial Plastic Surgery Center416 N Bedford Dr, Ste 204",Beverly Hills,CA,90210,,http://www.kimberlyleemd.com/,,
Natural,Glendale Surgical Associates,N/A,(818) 241-4217,http://yelp.com/biz/glendale-surgical-associates-glendale-2,,221 E Glenoaks BlvdSte 140,Glendale,CA,91207,,http://www.glendalesurgical.com/,,
Natural,Bellagio Body & Beyond,N/A,(310) 401-1237,http://yelp.com/biz/bellagio-body-and-beyond-torrance,,1231 Cabrillo AveSte 201A,Torrance,CA,90501,,http://www.bellagiocenter.com,,
Natural,Hearing Services West,N/A,(562) 431-6626,http://yelp.com/biz/hearing-services-west-los-alamitos,,3801 Katella AveSte 324,Los Alamitos,CA,90720,,http://hearingserviceswest.com,,
Natural,Body Cosmetic of Beverly Hills,N/A,(562) 441-0099,http://yelp.com/biz/body-cosmetic-of-beverly-hills-beverly-hills,,9301 Wilshire Blvd Ste 400,Beverly Hills,CA,90210,,http://www.bc90210.com/,,
Natural,Plastic Surgeon Los Angeles The Beauty Shop,N/A,(310) 904-6968,http://yelp.com/biz/plastic-surgeon-los-angeles-the-beauty-shop-los-angeles,,5042 Wilshire BlvdSte 20830,Los Angeles,CA,90036,,http://www.plastic-surgeon-losangeles.com,,
Natural,SCOROX,5,(855) 279-6475,http://yelp.com/biz/scorox-beverly-hills,,435 N Roxbury DrSte 405,Beverly Hills,CA,90210,,http://scorox.com/,,
Natural,90210 Beauty and Aftercare,5,(323) 791-9918,http://yelp.com/biz/90210-beauty-and-aftercare-beverly-hills,,9663 Santa Monica BlvdSte 862,Beverly Hills,CA,90210,,http://www.90210beauty.com,,
Natural,"Ritu Chopra MS, MD",N/A,(310) 248-6250,http://yelp.com/biz/ritu-chopra-ms-md-beverly-hills,,465 N Roxbury DrSte 1001,Beverly Hills,CA,90210,,http://www.DrOrdon.com,,
Natural,Evo Advanced Foot Surgery,4.5,(310) 691-5411,http://yelp.com/biz/evo-advanced-foot-surgery-studio-city,,12265 Ventura BlvdSte 107,Studio City,CA,91604,,http://evofoot.com/,,
Natural,"Stevens Burres, MD",1,(310) 385-0590,http://yelp.com/biz/stevens-burres-md-beverly-hills,,465 N Roxbury DrSte 1012,Beverly Hills,CA,90210,,http://www.drburres.com,,
Natural,"Patrick G Pieper, __¥_µ__MD",1,(310) 277-1192,http://yelp.com/biz/patrick-g-pieper-md-beverly-hills,,9735 Wilshire BlvdSte 304,Beverly Hills,CA,90212,,http://www.piepermd.com,,
Natural,"Milan J Demeter, MD",3.5,(818) 649-3919,http://yelp.com/biz/milan-j-demeter-md-glendale,,800 S Central AveSte 204,Glendale,CA,91204,,http://www.drdemeter.com,,
Natural,The Keyes Surgery Center,N/A,(800) 859-7509,http://yelp.com/biz/the-keyes-surgery-center-west-hollywood,,9021 Sunset BlvdSte 611,West Hollywood,CA,90069,,http://www.keycare.com,,
Natural,Ipl Facial Beverly Hills,N/A,(310) 271-7400,http://yelp.com/biz/ipl-facial-beverly-hills-beverly-hills,,414 N Camden Drste 640,Beverly Hills,CA,90210,,http://www.kopelsonclinic.com/ipl-treatment-photofacial-rejuvenation.html,,
Natural,"Alan Bittner, MD",1,(310) 550-9905,http://yelp.com/biz/alan-bittner-md-beverly-hills,,"421 North Rodeo DriveBeverly Hills Liposculpture, 2nd Floor",Beverly Hills,CA,90210,,http://www.dralanbittner.com,,
Natural,Turbinate Reduction Surgery,N/A,(310) 775-2307,http://yelp.com/biz/turbinate-reduction-surgery-beverly-hills,,436 N Bedford DrSte 201,Beverly Hills,CA,90210,,http://www.turbinatereductionsurgery.com,,
Natural,"Century Aesthetics Peter Bela Fodor, MD, FACS",N/A,(310) 203-9818,http://yelp.com/biz/peter-b-fodor-md-facs-los-angeles,,1301 20th St Suite 250,Santa Monica,CA,90404,,http://www.peterfodormd.com,,
Natural,Liposuction of Los Angeles,N/A,(310) 272-5895,http://yelp.com/biz/liposuction-of-los-angeles-beverly-hills,,9735 Wilshire BlvdSte 330,Beverly Hills,CA,90212,,http://www.liposuctionoflosangeles.com,,
Natural,Laser Professionals,5,(877) 527-3714,http://yelp.com/biz/laser-professionals-los-angeles,,2080 Century Park ESte 501,Los Angeles,CA,90067,,http://www.laseryourfungus.com/,,
Natural,Tummy Tuck Los Angeles,N/A,(424) 653-6579,http://yelp.com/biz/tummy-tuck-los-angeles-beverly-hills,,"Beverly Hills Office462 N Linden Dr, Ste 414",Beverly Hills,CA,90210,,http://www.losangelestummytucks.net/,,
Natural,"Sid Kamrava, MD",4,(818) 783-5050,http://yelp.com/biz/sid-kamrava-md-encino,,17525 Ventura BlvdSte 101,Encino,CA,91316,,http://www.rejuvenationsc.com,,
Natural,LIDLIFT,N/A,(310) 473-2200,http://yelp.com/biz/lidlift-los-angeles,,"11645 Wilshire Blvd, Suite 750",Los Angeles,CA,90025,,http://www.lidlift.com,,
Natural,Natural Hair Transplant Medical Center,5,(949) 622-6969,http://yelp.com/biz/natural-hair-transplant-medical-center-newport-beach,,1000 Dove StSte 250,Newport Beach,CA,92660,,http://www.hairtransplant.com/,,
Natural,Forever Ageless,3.5,(949) 553-0260,http://yelp.com/biz/forever-ageless-newport-beach,,20072 SW Birch StSte 200,Newport Beach,CA,92660,,http://www.foreveragelessinc.com/,,
Natural,Fisher J Bradford MD,5,(714) 528-7788,http://yelp.com/biz/fisher-j-bradford-md-yorba-linda,,17491 Bastanchury Rd,Yorba Linda,CA,92886,,http://www.bodybyfisher.com,,
Natural,"Gary Chuang, MD",5,(310) 937-8555,http://yelp.com/biz/gary-chuang-md-redondo-beach,,514 N. Prospect Ave,Redondo Beach,CA,90277,,https://www.uclahealth.org/provider/gary-chuang-md,,
Natural,"Deanna J Attai, MD FACS",N/A,(818) 333-2555,http://yelp.com/biz/deanna-j-attai-md-facs-burbank,,191 S Buena Vista StSte 415,Burbank,CA,91505,,http://www.cfbci.com,,
Natural,Rejuva Medical Aesthetics,5,(424) 644-2400,http://yelp.com/biz/rejuva-medical-aesthetics-los-angeles,,11645 Wilshire BlvdSte 605,Los Angeles,CA,90025,,http://rejuvamedical.org,,
Natural,"Facial & Eye Cosmetic Surgery - Dr. Kenneth Steinsapir, M.D.",3,(310) 274-7422,http://yelp.com/biz/kenneth-d-steinsapir-md-beverly-hills-2,,9001 Wilshire BlvdSte 305,Beverly Hills,CA,90211,,http://www.lidlift.com/,,
Natural,Elite Hair Institute,N/A,(747) 444-2474,http://yelp.com/biz/elite-hair-institute-studio-city,,13041 Ventura Blvd,Studio City,CA,91604,,http://elitehairinstitute.com/pages/neograft_studio_city_hair_transplant.php,,
Natural,Downey Breast Augmentation Surgery Clinic,N/A,(562) 803-1082,http://yelp.com/biz/downey-breast-augmentation-surgery-clinic-downey,,"Stonewood Ctr,  211 Stonewood St",Downey,CA,90241,,http://theplasticsurgeonguide.com/downey-breast-augmentation/,,
Natural,"Gregory S Keller, MD FACS",5,(310) 231-7544,http://yelp.com/biz/gregory-s-keller-md-facs-los-angeles,,924 Westwood BlvdSte 515,Los Angeles,CA,90024,,http://www.gregorykeller.com,,
Natural,UCLA Cosmetic Surgery,N/A,(800) 825-2752,http://yelp.com/biz/ucla-cosmetic-surgery-los-angeles,,200 UCLA Medical PlazaSuite 465,Los Angeles,CA,90095,,http://cosmeticsurgery.ucla.edu/,,
Natural,"Downey Susan, MD",N/A,(323) 468-0127,http://yelp.com/biz/downey-susan-md-los-angeles,,321 N Larchmont Blvd,Los Angeles,CA,90004,,http://www.drdowney.com/,,
Natural,Beautiful Reflection,3,(844) 233-5615,http://yelp.com/biz/beautiful-reflections-medical-center-los-angeles,,3080 E. Florence Ave.,Huntington Park,CA,90255,,http://www.centro-de-cirugia-plastica.com/,,
Natural,Pacific Hair Institute,N/A,(310) 914-4000,http://yelp.com/biz/pacific-hair-institute-los-angeles,,11645 Wilshire BlvdSte 1100,Los Angeles,CA,90025,,http://www.pacifichairinstitute.com,,
Natural,"Perry Lyle Ishibashi, DPM",N/A,(310) 316-0811,http://yelp.com/biz/perry-lyle-ishibashi-dpm-redondo-beach,,HealthCare Partners502 Torrance Blvd,Redondo Beach,CA,90277,,http://www.healthcarepartners.com,,
Natural,"Ronald Mancini, MD",N/A,(310) 206-8250,http://yelp.com/biz/ronald-mancini-md-los-angeles,,100 Stein Plaza / UCLA,Los Angeles,CA,90095,,http://www.ronmancinimd.com,,
Natural,"Keith Marcus, MD",N/A,(310) 944-3700,http://yelp.com/biz/keith-marcus-md-los-angeles,,1815 Via El PradoSt 102,Los Angeles,CA,90277,,http://www.marcusfacialplastics.com/,,
Natural,Non Surgical Nose Job,N/A,(310) 494-7150,http://yelp.com/biz/non-surgical-nose-job-los-angeles,,11645 Wilshire BlvdSte 800,Los Angeles,CA,90025,,http://www.nonsurgicalnosejob.com/,,
Natural,Inglewood Plastic Surgery Clinic,N/A,(310) 957-2696,http://yelp.com/biz/inglewood-plastic-surgery-clinic-inglewood,,3396 W Century Blvd,Inglewood,CA,90303,,http://theplasticsurgeonguide.com/inglewood-breast-augmentation/,,
Natural,Advanced Retina Associates,2,(818) 886-6700,http://yelp.com/biz/advanced-retina-associates-reseda,,17750 Sherman WaySte 100,Reseda,CA,91335,,http://www.advancedretina.com,,
Natural,Geesoo Aesthetic Medical Group,N/A,(818) 305-4247,http://yelp.com/biz/geesoo-aesthetic-medical-group-encino,,16661 Ventura Blvd,Encino,CA,91505,,http://geesoo.com,,
Natural,"Malcolm A Lesavoy, MD",3,(818) 986-8270,http://yelp.com/biz/malcolm-a-lesavoy-md-encino,,16311 Ventura BlvdSte 555,Encino,CA,91436,,http://www.lesavoyplasticsurgery.com,,
Natural,Fett Eyelid Center,2,(310) 476-0800,http://yelp.com/biz/fett-eyelid-center-los-angeles,,11645 Wilshire BlvdSte 905,Los Angeles,CA,90025,,http://www.drfett.com/,,
Natural,Mommy Makeover Experts,N/A,(877) 941-1440,http://yelp.com/biz/mommy-makeover-experts-los-angeles,,465 Country Club RdSte 5,Los Angeles,CA,90017,,http://mommymakeover-experts.com/,,
Natural,El Monte California Plastic Surgery Center,N/A,(818) 295-2910,http://yelp.com/biz/el-monte-california-plastic-surgery-center-el-monte,,9528 Telstar Ave,El Monte,CA,91731,,http://theplasticsurgeonguide.com/el-monte-breast-augmentation/,,
Natural,American Society for Aesthetic Plastic Surgery,N/A,(714) 622-2680,http://yelp.com/biz/american-society-for-aesthetic-plastic-surgery-garden-grove,,11262 Monarch StSte A,Garden Grove,CA,92841,,http://www.smartbeautyguide.com/,,
Natural,"Aiache Adrien, MD",2.5,(310) 276-5856,http://yelp.com/biz/aiache-adrien-md-beverly-hills,,9884 Santa Monica Blvd,Beverly Hills,CA,90212,,http://www.beverlyhillsdr.net/,,
Natural,LA Breast Clinic,N/A,(323) 912-9288,http://yelp.com/biz/la-breast-clinic-west-hollywood,,1015 N La Brea Ave,West Hollywood,CA,90038,,http://theplasticsurgeonguide.com/los-angeles-breast-augmentation-2/,,
Natural,Aesthetically You Plastic Surgery Center,N/A,(562) 422-5902,http://yelp.com/biz/aesthetically-you-plastic-surgery-center-long-beach,,4401 Atlantic Ave Ste 101,Long Beach,CA,90807,,http://www.cosmetic-center.com/html2007/,,
Natural,"Michael J Groth, MD",4,(310) 274-2525,http://yelp.com/biz/michael-j-groth-md-beverly-hills,,9675 Brighton Way,Beverly Hills,CA,90210,,http://drmichaelgroth.com/,,
Natural,Lusby Franklin MD,N/A,(323) 225-2020,http://yelp.com/biz/lusby-franklin-md-glendale,,607 N Central Ave Ph,Glendale,CA,91203,,http://www.glendaleeye.com,,
Natural,La Boutique Beauty Bar & Laser Center,5,(949) 251-1507,http://yelp.com/biz/la-boutique-beauty-bar-and-laser-spa-newport-beach,,20301 Birch StreetSuite 102,Newport Beach,CA,92660,,http://laboutiquemedspa.com/,,
Natural,Pasadena CA Breast Clinic,N/A,(626) 844-9303,http://yelp.com/biz/pasadena-ca-breast-clinic-pasadena,,83 E Colorado Blvd,Pasadena,CA,91105,,http://theplasticsurgeonguide.com/pasadena-breast-augmentation/,,
Natural,Coleman James MD,N/A,(310) 393-7668,http://yelp.com/biz/coleman-james-md-beverly-hills,,8670 Wilshire BlvdSte 203,Beverly Hills,CA,85257,,http://www.colemanplasticsurgery.com,,
Natural,Glendale California Breast Augmentation Clinic,N/A,(818) 291-0801,http://yelp.com/biz/glendale-california-breast-augmentation-clinic-glendale,,207 N Brand Blvd,Glendale,CA,91203,,http://theplasticsurgeonguide.com/glendale-breast-augmentation/,,
Natural,"Ramtin Massoudi, MD - Aluna Vein Centers",N/A,(855) 437-8346,http://yelp.com/biz/ramtin-massoudi-md-aluna-vein-centers-san-pedro,,887 W 9th St,San Pedro,CA,90731,,http://alunaveincenters.com,,
Natural,Hisham Seify MD,5,(949) 251-1502,http://yelp.com/biz/hisham-seify-md-newport-beach-2,,20301 SW Birch StSte 100,Newport Beach,CA,92660,,http://newportplastic.com/,,
Natural,Doctors Outpatient Surgery Center,N/A,(818) 501-5353,http://yelp.com/biz/doctors-outpatient-surgery-center-los-angeles,,16311 Ventura BlvdSte 1080,Los Angeles,CA,91436,,http://www.doctorsoutpatient.com,,
Natural,"Allan W Perry Jr, MD",5,(818) 790-0385,http://yelp.com/biz/allan-w-perry-jr-md-glendale,,1808 Verdugo BlvdSte 118,Glendale,CA,91208,,http://www.allanperryjrmd.com,,
Natural,Coastline Dermatology Laser and Medical Center Inc,N/A,(949) 646-2311,http://yelp.com/biz/coastline-dermatology-laser-and-medical-center-inc-costa-mesa,,275 Victoria StSte 1H,Costa Mesa,CA,92627,,http://www.coastlinedermatology.com/,,
